_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands,easter_egg
77,spacebud #77,bear,black,joking,background,dark,belt,pipe,purple,chestplate ,blue,none,n/a,gloves,green,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,flowers,none,n/a
78,spacebud #78,cat,black,angry,special background,blue circular gradient,belt,none,purple,chestplate ,red,covered helmet,classic,gloves,black,star,star suit,none,blue,none,none,special background,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,none,none,n/a
79,spacebud #79,dog,pink,happy,background,purple,belt,none,purple,chestplate ,blue,covered helmet,pink,gloves,red,star,star suit,none,green,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
80,spacebud #80,alien,purple,angry,background,dark,belt,none,black,none,none,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
81,spacebud #81,ape,black,superior,background,purple,belt,none,green,chestplate ,orange,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
82,spacebud #82,parrot,red,classic,background,purple,belt,none,black,chestplate ,purple,none,n/a,gloves,red,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
83,spacebud #83,tiger,orange,joking,background,blue,belt,pipe,cyan,none,none,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
84,spacebud #84,dog,pink,happy,special background,purple fade,belt,none,pink,chestplate ,purple,covered helmet,pink,gloves,black,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
85,spacebud #85,arcane,black,classic,background,blue,none,none,none,chestplate ,red,covered helmet,pink,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
86,spacebud #86,cat,yellow,sad,special background,blue gradient,belt,pipe,red,chestplate ,blue,covered helmet,classic,gloves,purple,camo,none,camo suit,brown,none,none,special background,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,none,none,none,n/a
87,spacebud #87,elephant,classic,classic,background,dark,belt,none,green,chestplate ,purple,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
88,spacebud #88,ape,orange,superior,special background,blue gradient,none,none,none,chestplate ,blue,none,n/a,gloves,purple,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
89,spacebud #89,cat,blue,joking,background,blue,belt,pipe,cyan,chestplate ,orange,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,3,candle,none,none,n/a
90,spacebud #90,dog,red,angry,background,green,belt,none,green,chestplate ,green,none,n/a,gloves,green,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,classic,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,hockey stick,none,n/a
91,spacebud #91,frog,purple,classic,background,green,belt,none,cyan,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
92,spacebud #92,alien,green,joking,background,green,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,blue,camo,none,camo suit,red,none,none,none,amulet,neck,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,7,classic sword,axe,none,n/a
93,spacebud #93,dog,red,angry,background,cyan,belt,pipe,green,chestplate ,orange,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,amulet,none,none,n/a
94,spacebud #94,ape,orange,shy,background,purple,belt,pipe,blue,chestplate ,yellow,none,n/a,gloves,purple,star,star suit,none,green,none,none,none,amulet,neck,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,6,none,none,bazooka,n/a
95,spacebud #95,dog,blue,angry,special background,blue circular gradient,belt,none,light,none,none,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,4,jo-jo,none,none,n/a
96,spacebud #96,bear,panda,greedy,background,purple,none,none,classic,none,none,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,greedy
97,spacebud #97,cat,black,happy,special background,orange gradient,belt,pipe,black,none,none,covered helmet,n/a,gloves,black,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,4,wine,none,none,n/a
98,spacebud #98,lion,brown,joking,background,green,belt,pipe,red,none,none,none,n/a,gloves,black,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
99,spacebud #99,arcane,red,classic,background,purple,belt,none,black,chestplate ,blue,none,n/a,gloves,black,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,classic,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gray harpoon,none,none,starcane
100,spacebud #100,dog,black,happy,background,cyan,belt,none,cyan,chestplate ,green,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
101,spacebud #101,arcane,green,classic,background,blue,none,none,none,none,none,covered helmet,n/a,gloves,blue,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,purple,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,purple umbrella,none,n/a
102,spacebud #102,ape,black,superior,background,green,belt,none,black,chestplate ,orange,none,n/a,gloves,green,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
103,spacebud #103,tiger,blue,joking,background,dark,belt,none,cyan,none,none,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
104,spacebud #104,dog,light,happy,background,cyan,belt,pipe,green,none,none,none,n/a,gloves,blue,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
105,spacebud #105,elephant,classic,classic,background,purple,belt,none,light,chestplate ,orange,none,n/a,gloves,blue,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,binoculars,none,4,binoculars,none,none,n/a
106,spacebud #106,robot,white,happy,background,blue,belt,pipe,cyan,none,none,covered helmet,classic,gloves,light,camo,none,camo suit,red,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
107,spacebud #107,cat,blue,joking,background,cyan,belt,pipe,purple,chestplate ,purple,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
108,spacebud #108,alien,yellow,angry,background,purple,belt,pipe,purple,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
109,spacebud #109,tiger,orange,happy,background,blue,belt,none,black,chestplate ,green,none,n/a,gloves,green,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,pink,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink harpoon,none,none,n/a
110,spacebud #110,cat,black,happy,background,cyan,belt,none,purple,chestplate ,orange,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
111,spacebud #111,bear,white,greedy,background,cyan,belt,none,red,none,none,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,greedy
112,spacebud #112,shark,gray,classic,background,blue,belt,none,blue,chestplate ,orange,none,n/a,gloves,red,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic sword,none,none,n/a
113,spacebud #113,robot,orange,confused,background,dark,belt,pipe,black,none,none,none,n/a,gloves,red,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,spo,3,none,none,spo,n/a
114,spacebud #114,alien,red,angry,background,green,belt,pipe,red,chestplate ,red,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
115,spacebud #115,arcane,purple,classic,background,cyan,belt,none,cyan,chestplate ,yellow,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
116,spacebud #116,frog,green,classic,background,dark,belt,none,pink,chestplate ,blue,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gold cardano coin,none,none,n/a
117,spacebud #117,frog,orange,classic,background,cyan,belt,pipe,green,none,none,none,n/a,gloves,pink,star,star suit,none,red,watch,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
118,spacebud #118,frog,orange,classic,background,cyan,belt,pipe,blue,chestplate ,orange,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
119,spacebud #119,robot,orange,laughing,background,green,belt,pipe,blue,chestplate ,yellow,covered helmet,classic,gloves,purple,camo,none,camo suit,purple,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
120,spacebud #120,tiger,gray,sad,background,green,belt,pipe,green,chestplate ,blue,covered helmet,classic,gloves,green,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
121,spacebud #121,dog,light,joking,background,dark,belt,none,black,chestplate ,green,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
122,spacebud #122,ape,black,superior,background,green,belt,none,red,chestplate ,blue,none,n/a,gloves,red,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,4,none,none,anchor,n/a
123,spacebud #123,rhino,classic,classic,background,dark,belt,none,black,chestplate ,red,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
124,spacebud #124,robot,white ,happy,background,dark,none,none,none,chestplate ,purple,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
